plantID,scientificName,wvl_nm,refl
2017-06-01-ireqa-P006,Populus tremuloides,1370,0.3201861
2017-06-01-ireqa-P006,Populus tremuloides,1380,0.2952977
2017-06-01-ireqa-P006,Populus tremuloides,1390,0.2551444
2017-06-01-ireqa-P006,Populus tremuloides,1400,0.2083528
2017-06-01-ireqa-P006,Populus tremuloides,1410,0.1683954
2017-06-01-ireqa-P006,Populus tremuloides,1420,0.142882
2017-06-01-ireqa-P006,Populus tremuloides,1430,0.1296969
2017-06-01-ireqa-P006,Populus tremuloides,1440,0.1233423
2017-06-01-ireqa-P006,Populus tremuloides,1450,0.1209476
2017-06-01-ireqa-P006,Populus tremuloides,1460,0.1220895
2017-06-01-ireqa-P006,Populus tremuloides,1470,0.1269245
2017-06-01-ireqa-P006,Populus tremuloides,1480,0.135281
2017-06-01-ireqa-P006,Populus tremuloides,1490,0.1461069
2017-06-01-ireqa-P006,Populus tremuloides,1500,0.1581031
2017-06-01-ireqa-P006,Populus tremuloides,1510,0.1704883
2017-06-01-ireqa-P006,Populus tremuloides,1520,0.182675
2017-06-01-ireqa-P006,Populus tremuloides,1530,0.1941799
2017-06-01-ireqa-P006,Populus tremuloides,1540,0.2047241
2017-06-01-ireqa-P006,Populus tremuloides,1550,0.2144963
2017-06-01-ireqa-P006,Populus tremuloides,1560,0.223353
2017-06-01-ireqa-P006,Populus tremuloides,1570,0.2314004
2017-06-01-ireqa-P006,Populus tremuloides,1580,0.238619
2017-06-01-ireqa-P006,Populus tremuloides,1590,0.2450194
2017-06-01-ireqa-P006,Populus tremuloides,1600,0.250769
2017-06-01-ireqa-P006,Populus tremuloides,1610,0.2554856
2017-06-01-ireqa-P006,Populus tremuloides,1620,0.2597578
2017-06-01-ireqa-P006,Populus tremuloides,1630,0.2633314
2017-06-01-ireqa-P006,Populus tremuloides,1640,0.2661793
2017-06-01-ireqa-P006,Populus tremuloides,1650,0.2678704
2017-06-01-ireqa-P006,Populus tremuloides,1660,0.2686142
2017-06-01-ireqa-P006,Populus tremuloides,1670,0.2684067
2017-06-01-ireqa-P006,Populus tremuloides,1680,0.2671262
2017-06-01-ireqa-P006,Populus tremuloides,1690,0.2651796
2017-06-01-ireqa-P006,Populus tremuloides,1700,0.2625121
2017-06-01-ireqa-P006,Populus tremuloides,1710,0.2588463
2017-06-01-ireqa-P006,Populus tremuloides,1720,0.2543147
2017-06-01-ireqa-P006,Populus tremuloides,1730,0.2500699
2017-06-01-ireqa-P006,Populus tremuloides,1740,0.246128
2017-06-01-ireqa-P006,Populus tremuloides,1750,0.2421146
2017-06-01-ireqa-P006,Populus tremuloides,1760,0.2377569
2017-06-01-ireqa-P006,Populus tremuloides,1770,0.233593
2017-06-01-ireqa-P006,Populus tremuloides,1780,0.2312382
2017-06-01-ireqa-P006,Populus tremuloides,1790,0.2304454
2017-06-01-ireqa-P006,Populus tremuloides,1800,0.2310857
2017-06-01-ireqa-P006,Populus tremuloides,1810,0.2320391
2017-06-01-ireqa-P006,Populus tremuloides,1820,0.2324656
2017-06-01-ireqa-P006,Populus tremuloides,1830,0.2316833
2017-06-01-ireqa-P006,Populus tremuloides,1840,0.2281728
2017-06-01-ireqa-P006,Populus tremuloides,1850,0.2192862
2017-06-01-ireqa-P006,Populus tremuloides,1860,0.1989164
2017-06-01-ireqa-P006,Populus tremuloides,1870,0.1630484
2017-06-01-ireqa-P006,Populus tremuloides,1880,0.1162512
2017-06-01-ireqa-P006,Populus tremuloides,1890,0.07204561
2017-06-01-ireqa-P006,Populus tremuloides,1900,0.04240569
2017-06-01-ireqa-P006,Populus tremuloides,1910,0.02893605
2017-06-01-ireqa-P006,Populus tremuloides,1920,0.02524146
2017-06-01-ireqa-P006,Populus tremuloides,1930,0.02501131
2017-06-01-ireqa-P006,Populus tremuloides,1940,0.02583082
2017-06-01-ireqa-P006,Populus tremuloides,1950,0.02729997
2017-06-01-ireqa-P006,Populus tremuloides,1960,0.02959923
2017-06-01-ireqa-P006,Populus tremuloides,1970,0.03281267
2017-06-01-ireqa-P006,Populus tremuloides,1980,0.03696552
2017-06-01-ireqa-P006,Populus tremuloides,1990,0.04188927
2017-06-01-ireqa-P006,Populus tremuloides,2000,0.04740837
2017-06-01-ireqa-P006,Populus tremuloides,2010,0.05315461
2017-06-01-ireqa-P006,Populus tremuloides,2020,0.05847665
2017-06-01-ireqa-P006,Populus tremuloides,2030,0.06378308
2017-06-01-ireqa-P006,Populus tremuloides,2040,0.06933801
2017-06-01-ireqa-P006,Populus tremuloides,2050,0.07475458
2017-06-01-ireqa-P006,Populus tremuloides,2060,0.08011493
2017-06-01-ireqa-P006,Populus tremuloides,2070,0.08509383
2017-06-01-ireqa-P006,Populus tremuloides,2080,0.09004707
2017-06-01-ireqa-P006,Populus tremuloides,2090,0.09542523
2017-06-01-ireqa-P006,Populus tremuloides,2100,0.1008537
2017-06-01-ireqa-P006,Populus tremuloides,2110,0.1063919
2017-06-01-ireqa-P006,Populus tremuloides,2120,0.111135
2017-06-01-ireqa-P006,Populus tremuloides,2130,0.1153288
2017-06-01-ireqa-P006,Populus tremuloides,2140,0.1184254
2017-06-01-ireqa-P006,Populus tremuloides,2150,0.1214176
2017-06-01-ireqa-P006,Populus tremuloides,2160,0.1244482
2017-06-01-ireqa-P006,Populus tremuloides,2170,0.127201
2017-06-01-ireqa-P006,Populus tremuloides,2180,0.1305628
2017-06-01-ireqa-P006,Populus tremuloides,2190,0.1331019
2017-06-01-ireqa-P006,Populus tremuloides,2200,0.1357067
2017-06-01-ireqa-P006,Populus tremuloides,2210,0.1370654
2017-06-01-ireqa-P006,Populus tremuloides,2220,0.1374629
2017-06-01-ireqa-P006,Populus tremuloides,2230,0.1372895
2017-06-01-ireqa-P006,Populus tremuloides,2240,0.1338447
2017-06-01-ireqa-P006,Populus tremuloides,2250,0.1295579
2017-06-01-ireqa-P006,Populus tremuloides,2260,0.1242852
2017-06-01-ireqa-P006,Populus tremuloides,2270,0.1187728
2017-06-01-ireqa-P006,Populus tremuloides,2280,0.1138792
2017-06-01-ireqa-P006,Populus tremuloides,2290,0.1077506
2017-06-01-ireqa-P006,Populus tremuloides,2300,0.1012996
2017-06-01-ireqa-P006,Populus tremuloides,2310,0.09651444
2017-06-01-ireqa-P006,Populus tremuloides,2320,0.09307548
2017-06-01-ireqa-P006,Populus tremuloides,2330,0.08845653
2017-06-01-ireqa-P006,Populus tremuloides,2340,0.08373344
2017-06-01-ireqa-P006,Populus tremuloides,2350,0.07900335
2017-06-01-ireqa-P006,Populus tremuloides,2360,0.07409283
2017-06-01-ireqa-P006,Populus tremuloides,2370,0.07136419
2017-06-01-ireqa-P006,Populus tremuloides,2380,0.0679486
2017-06-01-ireqa-P006,Populus tremuloides,2390,0.06501973
2017-06-01-ireqa-P006,Populus tremuloides,2400,0.05972018
2017-06-01-ireqa-P011,Populus deltoides,410,0.03601835
2017-06-01-ireqa-P011,Populus deltoides,420,0.0497296
2017-06-01-ireqa-P011,Populus deltoides,430,0.05674669
2017-06-01-ireqa-P011,Populus deltoides,440,0.05965803
2017-06-01-ireqa-P011,Populus deltoides,450,0.06138976
2017-06-01-ireqa-P011,Populus deltoides,460,0.06262765
2017-06-01-ireqa-P011,Populus deltoides,470,0.06251198
2017-06-01-ireqa-P011,Populus deltoides,480,0.06193185
2017-06-01-ireqa-P011,Populus deltoides,490,0.06191138
2017-06-01-ireqa-P011,Populus deltoides,500,0.06583622
2017-06-01-ireqa-P011,Populus deltoides,510,0.08047181
2017-06-01-ireqa-P011,Populus deltoides,520,0.10404922
2017-06-01-ireqa-P011,Populus deltoides,530,0.12832242
2017-06-01-ireqa-P011,Populus deltoides,540,0.14481418
2017-06-01-ireqa-P011,Populus deltoides,550,0.14884198
2017-06-01-ireqa-P011,Populus deltoides,560,0.14191303
2017-06-01-ireqa-P011,Populus deltoides,570,0.1280652
2017-06-01-ireqa-P011,Populus deltoides,580,0.1132999
2017-06-01-ireqa-P011,Populus deltoides,590,0.10406382
2017-06-01-ireqa-P011,Populus deltoides,600,0.09820272
2017-06-01-ireqa-P011,Populus deltoides,610,0.09205408
2017-06-01-ireqa-P011,Populus deltoides,620,0.08654953
2017-06-01-ireqa-P011,Populus deltoides,630,0.08138798
2017-06-01-ireqa-P011,Populus deltoides,640,0.07671917
2017-06-01-ireqa-P011,Populus deltoides,650,0.07058359
2017-06-01-ireqa-P011,Populus deltoides,660,0.06416626
2017-06-01-ireqa-P011,Populus deltoides,670,0.05902908
2017-06-01-ireqa-P011,Populus deltoides,680,0.05992705
2017-06-01-ireqa-P011,Populus deltoides,690,0.08694266
2017-06-01-ireqa-P011,Populus deltoides,700,0.14670996
2017-06-01-ireqa-P011,Populus deltoides,710,0.2287547
2017-06-01-ireqa-P011,Populus deltoides,720,0.3070305
2017-06-01-ireqa-P011,Populus deltoides,730,0.3613294
2017-06-01-ireqa-P011,Populus deltoides,740,0.392926
2017-06-01-ireqa-P011,Populus deltoides,750,0.4061966
2017-06-01-ireqa-P011,Populus deltoides,760,0.4101214
2017-06-01-ireqa-P011,Populus deltoides,770,0.4106153
2017-06-01-ireqa-P011,Populus deltoides,780,0.410515
2017-06-01-ireqa-P011,Populus deltoides,790,0.4102009
2017-06-01-ireqa-P011,Populus deltoides,800,0.4097486
2017-06-01-ireqa-P011,Populus deltoides,810,0.4093011
2017-06-01-ireqa-P011,Populus deltoides,820,0.4088402
2017-06-01-ireqa-P011,Populus deltoides,830,0.4085927
2017-06-01-ireqa-P011,Populus deltoides,840,0.4084275
2017-06-01-ireqa-P011,Populus deltoides,850,0.4081462
2017-06-01-ireqa-P011,Populus deltoides,860,0.4075951
2017-06-01-ireqa-P011,Populus deltoides,870,0.4073217
2017-06-01-ireqa-P011,Populus deltoides,880,0.4066014
2017-06-01-ireqa-P011,Populus deltoides,890,0.4057698
2017-06-01-ireqa-P011,Populus deltoides,900,0.4050064
2017-06-01-ireqa-P011,Populus deltoides,910,0.4041706
2017-06-01-ireqa-P011,Populus deltoides,920,0.4031873
2017-06-01-ireqa-P011,Populus deltoides,930,0.4015677
2017-06-01-ireqa-P011,Populus deltoides,940,0.3996548
2017-06-01-ireqa-P011,Populus deltoides,950,0.3977053
2017-06-01-ireqa-P011,Populus deltoides,960,0.3962882
2017-06-01-ireqa-P011,Populus deltoides,970,0.397009
2017-06-01-ireqa-P011,Populus deltoides,980,0.3977708
2017-06-01-ireqa-P011,Populus deltoides,990,0.3985962
2017-06-01-ireqa-P011,Populus deltoides,1000,0.3997909
2017-06-01-ireqa-P011,Populus deltoides,1010,0.4011668
2017-06-01-ireqa-P011,Populus deltoides,1020,0.4034089
2017-06-01-ireqa-P011,Populus deltoides,1030,0.4045298
2017-06-01-ireqa-P011,Populus deltoides,1040,0.4053598
2017-06-01-ireqa-P011,Populus deltoides,1050,0.4059786
2017-06-01-ireqa-P011,Populus deltoides,1060,0.4060764
2017-06-01-ireqa-P011,Populus deltoides,1070,0.4063779
2017-06-01-ireqa-P011,Populus deltoides,1080,0.4062752
2017-06-01-ireqa-P011,Populus deltoides,1090,0.4057297
2017-06-01-ireqa-P011,Populus deltoides,1100,0.404794
2017-06-01-ireqa-P011,Populus deltoides,1110,0.4035675
2017-06-01-ireqa-P011,Populus deltoides,1120,0.4022236
2017-06-01-ireqa-P011,Populus deltoides,1130,0.3984179
2017-06-01-ireqa-P011,Populus deltoides,1140,0.3923293
2017-06-01-ireqa-P011,Populus deltoides,1150,0.3858435
2017-06-01-ireqa-P011,Populus deltoides,1160,0.3810941
2017-06-01-ireqa-P011,Populus deltoides,1170,0.3788632
2017-06-01-ireqa-P011,Populus deltoides,1180,0.3778383
2017-06-01-ireqa-P011,Populus deltoides,1190,0.376886
2017-06-01-ireqa-P011,Populus deltoides,1200,0.376468
2017-06-01-ireqa-P011,Populus deltoides,1210,0.3767184
2017-06-01-ireqa-P011,Populus deltoides,1220,0.3775782
2017-06-01-ireqa-P011,Populus deltoides,1230,0.3786597
2017-06-01-ireqa-P011,Populus deltoides,1240,0.3795463
2017-06-01-ireqa-P011,Populus deltoides,1250,0.3802361
2017-06-01-ireqa-P011,Populus deltoides,1260,0.3806964
2017-06-01-ireqa-P011,Populus deltoides,1270,0.3805504
2017-06-01-ireqa-P011,Populus deltoides,1280,0.3798976
2017-06-01-ireqa-P011,Populus deltoides,1290,0.3785088
2017-06-01-ireqa-P011,Populus deltoides,1300,0.3758711
2017-06-01-ireqa-P011,Populus deltoides,1310,0.3716546
2017-06-01-ireqa-P011,Populus deltoides,1320,0.3652466
2017-06-01-ireqa-P011,Populus deltoides,1330,0.3571465
2017-06-01-ireqa-P011,Populus deltoides,1340,0.3481407
2017-06-01-ireqa-P011,Populus deltoides,1350,0.339276
2017-06-01-ireqa-P011,Populus deltoides,1360,0.3307582
2017-06-01-ireqa-P011,Populus deltoides,1370,0.317827
2017-06-01-ireqa-P011,Populus deltoides,1380,0.2930124
2017-06-01-ireqa-P011,Populus deltoides,1390,0.2539442
2017-06-01-ireqa-P011,Populus deltoides,1400,0.2096335
2017-06-01-ireqa-P011,Populus deltoides,1410,0.173244
2017-06-01-ireqa-P011,Populus deltoides,1420,0.150882
2017-06-01-ireqa-P011,Populus deltoides,1430,0.1397906
2017-06-01-ireqa-P011,Populus deltoides,1440,0.1344451
2017-06-01-ireqa-P011,Populus deltoides,1450,0.1324109
2017-06-01-ireqa-P011,Populus deltoides,1460,0.1335642
2017-06-01-ireqa-P011,Populus deltoides,1470,0.1380056
2017-06-01-ireqa-P011,Populus deltoides,1480,0.1458194
2017-06-01-ireqa-P011,Populus deltoides,1490,0.1560089
2017-06-01-ireqa-P011,Populus deltoides,1500,0.1675069
2017-06-01-ireqa-P011,Populus deltoides,1510,0.1793629
2017-06-01-ireqa-P011,Populus deltoides,1520,0.1911533
2017-06-01-ireqa-P011,Populus deltoides,1530,0.2024479
2017-06-01-ireqa-P011,Populus deltoides,1540,0.2128977
2017-06-01-ireqa-P011,Populus deltoides,1550,0.2225746
2017-06-01-ireqa-P011,Populus deltoides,1560,0.2313388
2017-06-01-ireqa-P011,Populus deltoides,1570,0.2394503
2017-06-01-ireqa-P011,Populus deltoides,1580,0.2467389
2017-06-01-ireqa-P011,Populus deltoides,1590,0.2534209
2017-06-01-ireqa-P011,Populus deltoides,1600,0.2591413
2017-06-01-ireqa-P011,Populus deltoides,1610,0.2639573
2017-06-01-ireqa-P011,Populus deltoides,1620,0.2682796
2017-06-01-ireqa-P011,Populus deltoides,1630,0.2718154
2017-06-01-ireqa-P011,Populus deltoides,1640,0.2749378
2017-06-01-ireqa-P011,Populus deltoides,1650,0.2765694
2017-06-01-ireqa-P011,Populus deltoides,1660,0.277245
2017-06-01-ireqa-P011,Populus deltoides,1670,0.2773342
2017-06-01-ireqa-P011,Populus deltoides,1680,0.2765601
2017-06-01-ireqa-P011,Populus deltoides,1690,0.2752097
2017-06-01-ireqa-P011,Populus deltoides,1700,0.2733509
2017-06-01-ireqa-P011,Populus deltoides,1710,0.2708951
2017-06-01-ireqa-P011,Populus deltoides,1720,0.2677376
2017-06-01-ireqa-P011,Populus deltoides,1730,0.2638295
2017-06-01-ireqa-P011,Populus deltoides,1740,0.2593335
2017-06-01-ireqa-P011,Populus deltoides,1750,0.2545229
2017-06-01-ireqa-P011,Populus deltoides,1760,0.2492512
2017-06-01-ireqa-P011,Populus deltoides,1770,0.2441279
2017-06-01-ireqa-P011,Populus deltoides,1780,0.2407454
2017-06-01-ireqa-P011,Populus deltoides,1790,0.2396017
2017-06-01-ireqa-P011,Populus deltoides,1800,0.240302
2017-06-01-ireqa-P011,Populus deltoides,1810,0.2413302
2017-06-01-ireqa-P011,Populus deltoides,1820,0.2414768
2017-06-01-ireqa-P011,Populus deltoides,1830,0.2402764
2017-06-01-ireqa-P011,Populus deltoides,1840,0.2361894
2017-06-01-ireqa-P011,Populus deltoides,1850,0.2264523
2017-06-01-ireqa-P011,Populus deltoides,1860,0.2057882
2017-06-01-ireqa-P011,Populus deltoides,1870,0.1712198
2017-06-01-ireqa-P011,Populus deltoides,1880,0.1283891
2017-06-01-ireqa-P011,Populus deltoides,1890,0.08972343
2017-06-01-ireqa-P011,Populus deltoides,1900,0.06515076
2017-06-01-ireqa-P011,Populus deltoides,1910,0.05470788
2017-06-01-ireqa-P011,Populus deltoides,1920,0.05207725
2017-06-01-ireqa-P011,Populus deltoides,1930,0.05191699
2017-06-01-ireqa-P011,Populus deltoides,1940,0.05251963
2017-06-01-ireqa-P011,Populus deltoides,1950,0.05375358
2017-06-01-ireqa-P011,Populus deltoides,1960,0.05586981
2017-06-01-ireqa-P011,Populus deltoides,1970,0.05862339
2017-06-01-ireqa-P011,Populus deltoides,1980,0.06206805
2017-06-01-ireqa-P011,Populus deltoides,1990,0.06590167
2017-06-01-ireqa-P011,Populus deltoides,2000,0.07034848
2017-06-01-ireqa-P011,Populus deltoides,2010,0.07538649
2017-06-01-ireqa-P011,Populus deltoides,2020,0.08042819
2017-06-01-ireqa-P011,Populus deltoides,2030,0.08504834
2017-06-01-ireqa-P011,Populus deltoides,2040,0.08978798
2017-06-01-ireqa-P011,Populus deltoides,2050,0.094446
2017-06-01-ireqa-P011,Populus deltoides,2060,0.09929481
2017-06-01-ireqa-P011,Populus deltoides,2070,0.10414111
2017-06-01-ireqa-P011,Populus deltoides,2080,0.10892738
2017-06-01-ireqa-P011,Populus deltoides,2090,0.11386822
2017-06-01-ireqa-P011,Populus deltoides,2100,0.1191537
2017-06-01-ireqa-P011,Populus deltoides,2110,0.1244507
2017-06-01-ireqa-P011,Populus deltoides,2120,0.1292586
2017-06-01-ireqa-P011,Populus deltoides,2130,0.134011
2017-06-01-ireqa-P011,Populus deltoides,2140,0.1374919
2017-06-01-ireqa-P011,Populus deltoides,2150,0.1408022
2017-06-01-ireqa-P011,Populus deltoides,2160,0.1433414
2017-06-01-ireqa-P011,Populus deltoides,2170,0.1459805
2017-06-01-ireqa-P011,Populus deltoides,2180,0.1492654
2017-06-01-ireqa-P011,Populus deltoides,2190,0.1514334
2017-06-01-ireqa-P011,Populus deltoides,2200,0.1530621
2017-06-01-ireqa-P011,Populus deltoides,2210,0.1539403
2017-06-01-ireqa-P011,Populus deltoides,2220,0.1542623
2017-06-01-ireqa-P011,Populus deltoides,2230,0.1536239
2017-06-01-ireqa-P011,Populus deltoides,2240,0.1502313
2017-06-01-ireqa-P011,Populus deltoides,2250,0.1459038
2017-06-01-ireqa-P011,Populus deltoides,2260,0.1412178
2017-06-01-ireqa-P011,Populus deltoides,2270,0.1365402
2017-06-01-ireqa-P011,Populus deltoides,2280,0.1322698
2017-06-01-ireqa-P011,Populus deltoides,2290,0.1277974
2017-06-01-ireqa-P011,Populus deltoides,2300,0.1237982
2017-06-01-ireqa-P011,Populus deltoides,2310,0.11974955
2017-06-01-ireqa-P011,Populus deltoides,2320,0.11588562
2017-06-01-ireqa-P011,Populus deltoides,2330,0.1098664
2017-06-01-ireqa-P011,Populus deltoides,2340,0.10436107
2017-06-01-ireqa-P011,Populus deltoides,2350,0.10014293
2017-06-01-ireqa-P011,Populus deltoides,2360,0.09560937
2017-06-01-ireqa-P011,Populus deltoides,2370,0.09400964
2017-06-01-ireqa-P011,Populus deltoides,2380,0.09079405
2017-06-01-ireqa-P011,Populus deltoides,2390,0.08766995
2017-06-01-ireqa-P011,Populus deltoides,2400,0.08104334
2017-06-03-sutod-P001,Betula alleghaniensis,410,0.03295921
2017-06-03-sutod-P001,Betula alleghaniensis,420,0.03372417
2017-06-03-sutod-P001,Betula alleghaniensis,430,0.03442803
2017-06-03-sutod-P001,Betula alleghaniensis,440,0.03458241
2017-06-03-sutod-P001,Betula alleghaniensis,450,0.03461457
2017-06-03-sutod-P001,Betula alleghaniensis,460,0.03489957
2017-06-03-sutod-P001,Betula alleghaniensis,470,0.03528539
2017-06-03-sutod-P001,Betula alleghaniensis,480,0.03552281
2017-06-03-sutod-P001,Betula alleghaniensis,490,0.03581195
2017-06-03-sutod-P001,Betula alleghaniensis,500,0.03906813
2017-06-03-sutod-P001,Betula alleghaniensis,510,0.05283512
2017-06-03-sutod-P001,Betula alleghaniensis,520,0.07827491
2017-06-03-sutod-P001,Betula alleghaniensis,530,0.10658929
2017-06-03-sutod-P001,Betula alleghaniensis,540,0.12765384
2017-06-03-sutod-P001,Betula alleghaniensis,550,0.13389086
2017-06-03-sutod-P001,Betula alleghaniensis,560,0.12612441
2017-06-03-sutod-P001,Betula alleghaniensis,570,0.10965704
2017-06-03-sutod-P001,Betula alleghaniensis,580,0.09209812
2017-06-03-sutod-P001,Betula alleghaniensis,590,0.08103999
2017-06-03-sutod-P001,Betula alleghaniensis,600,0.07427396
2017-06-03-sutod-P001,Betula alleghaniensis,610,0.06761799
2017-06-03-sutod-P001,Betula alleghaniensis,620,0.06163438
2017-06-03-sutod-P001,Betula alleghaniensis,630,0.05617673
2017-06-03-sutod-P001,Betula alleghaniensis,640,0.05141004
2017-06-03-sutod-P001,Betula alleghaniensis,650,0.04567575
2017-06-03-sutod-P001,Betula alleghaniensis,660,0.04045155
2017-06-03-sutod-P001,Betula alleghaniensis,670,0.03635449
2017-06-03-sutod-P001,Betula alleghaniensis,680,0.03638656
2017-06-03-sutod-P001,Betula alleghaniensis,690,0.06507543
2017-06-03-sutod-P001,Betula alleghaniensis,700,0.1327615
2017-06-03-sutod-P001,Betula alleghaniensis,710,0.2282429
2017-06-03-sutod-P001,Betula alleghaniensis,720,0.3201846
2017-06-03-sutod-P001,Betula alleghaniensis,730,0.3829221
